uid,dataset,source_file,source_row_id,lang,split_original,expression,expression_norm,sentence,target_span_text,context_type,w1,w2,modifier,head,has_head_mod,paraphrase_raw,paraphrases_json,canonical_paraphrase,paraphrase_count,has_paraphrase,label_raw,label_binary,label_contribution,compositionality_score,compositionality_bin,stratify_key,row_group_id,notes,split
nctti_ncs:data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P1_sents.csv:5,nctti_ncs,data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P1_sents.csv,5,PT,,alarme falso,alarme falso,Este é um alarme falso .,alarme falso,unknown,alarme,falso,,,False,Este é um engano .,"[""Este é um engano .""]",Este é um engano .,1,True,,UNKNOWN,UNKNOWN,,UNKNOWN,nctti_ncs::PT::UNKNOWN::UNKNOWN::UNKNOWN::True,nctti_ncs:PT:alarme falso,w1_w2_inferred,train
nctti_ncs:data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P1_sents.csv:6,nctti_ncs,data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P1_sents.csv,6,PT,,algodão-doce,algodão doce,Este é um algodão-doce .,algodão-doce,unknown,algodão,doce,,,False,Este é um doce .,"[""Este é um doce .""]",Este é um doce .,1,True,,UNKNOWN,UNKNOWN,,UNKNOWN,nctti_ncs::PT::UNKNOWN::UNKNOWN::UNKNOWN::True,nctti_ncs:PT:algodão doce,w1_w2_inferred,train
nctti_ncs:data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P1_sents.csv:7,nctti_ncs,data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P1_sents.csv,7,PT,,alta temporada,alta temporada,Esta é uma alta temporada .,alta temporada,unknown,alta,temporada,,,False,Esta é uma época de férias .,"[""Esta é uma época de férias .""]",Esta é uma época de férias .,1,True,,UNKNOWN,UNKNOWN,,UNKNOWN,nctti_ncs::PT::UNKNOWN::UNKNOWN::UNKNOWN::True,nctti_ncs:PT:alta temporada,w1_w2_inferred,train
nctti_ncs:data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P1_sents.csv:8,nctti_ncs,data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P1_sents.csv,8,PT,,alta-costura,alta costura,Esta é uma alta-costura .,alta-costura,unknown,alta,costura,,,False,Esta é uma alta qualidade .,"[""Esta é uma alta qualidade .""]",Esta é uma alta qualidade .,1,True,,UNKNOWN,UNKNOWN,,UNKNOWN,nctti_ncs::PT::UNKNOWN::UNKNOWN::UNKNOWN::True,nctti_ncs:PT:alta costura,w1_w2_inferred,train
nctti_ncs:data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P1_sents.csv:11,nctti_ncs,data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P1_sents.csv,11,PT,,amigo oculto,amigo oculto,Este é um amigo oculto .,amigo oculto,unknown,amigo,oculto,,,False,Este é um amigo secreto .,"[""Este é um amigo secreto .""]",Este é um amigo secreto .,1,True,,UNKNOWN,UNKNOWN,,UNKNOWN,nctti_ncs::PT::UNKNOWN::UNKNOWN::UNKNOWN::True,nctti_ncs:PT:amigo oculto,w1_w2_inferred,train
nctti_ncs:data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P1_sents.csv:12,nctti_ncs,data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P1_sents.csv,12,PT,,amigo secreto,amigo secreto,Este é um amigo secreto .,amigo secreto,unknown,amigo,secreto,,,False,Este é um amigo oculto .,"[""Este é um amigo oculto .""]",Este é um amigo oculto .,1,True,,UNKNOWN,UNKNOWN,,UNKNOWN,nctti_ncs::PT::UNKNOWN::UNKNOWN::UNKNOWN::True,nctti_ncs:PT:amigo secreto,w1_w2_inferred,train
nctti_ncs:data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P1_sents.csv:15,nctti_ncs,data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P1_sents.csv,15,PT,,ar condicionado,ar condicionado,Este é um ar condicionado .,ar condicionado,unknown,ar,condicionado,,,False,Este é um climatizador .,"[""Este é um climatizador .""]",Este é um climatizador .,1,True,,UNKNOWN,UNKNOWN,,UNKNOWN,nctti_ncs::PT::UNKNOWN::UNKNOWN::UNKNOWN::True,nctti_ncs:PT:ar condicionado,w1_w2_inferred,train
nctti_ncs:data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P1_sents.csv:16,nctti_ncs,data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P1_sents.csv,16,PT,,ar livre,ar livre,Este é um ar livre .,ar livre,unknown,ar,livre,,,False,Este é um céu aberto .,"[""Este é um céu aberto .""]",Este é um céu aberto .,1,True,,UNKNOWN,UNKNOWN,,UNKNOWN,nctti_ncs::PT::UNKNOWN::UNKNOWN::UNKNOWN::True,nctti_ncs:PT:ar livre,w1_w2_inferred,train
nctti_ncs:data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P1_sents.csv:17,nctti_ncs,data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P1_sents.csv,17,PT,,arma branca,arma branca,Esta é uma arma branca .,arma branca,unknown,arma,branca,,,False,Esta é uma faca .,"[""Esta é uma faca .""]",Esta é uma faca .,1,True,,UNKNOWN,UNKNOWN,,UNKNOWN,nctti_ncs::PT::UNKNOWN::UNKNOWN::UNKNOWN::True,nctti_ncs:PT:arma branca,w1_w2_inferred,train
nctti_ncs:data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P1_sents.csv:18,nctti_ncs,data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P1_sents.csv,18,PT,,ato falho,ato falho,Este é um ato falho .,ato falho,unknown,ato,falho,,,False,Este é um erro .,"[""Este é um erro .""]",Este é um erro .,1,True,,UNKNOWN,UNKNOWN,,UNKNOWN,nctti_ncs::PT::UNKNOWN::UNKNOWN::UNKNOWN::True,nctti_ncs:PT:ato falho,w1_w2_inferred,train
nctti_ncs:data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P1_sents.csv:19,nctti_ncs,data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P1_sents.csv,19,PT,,banho turco,banho turco,Este é um banho turco .,banho turco,unknown,banho,turco,,,False,Esta é uma sauna .,"[""Esta é uma sauna .""]",Esta é uma sauna .,1,True,,UNKNOWN,UNKNOWN,,UNKNOWN,nctti_ncs::PT::UNKNOWN::UNKNOWN::UNKNOWN::True,nctti_ncs:PT:banho turco,w1_w2_inferred,train
nctti_ncs:data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P1_sents.csv:20,nctti_ncs,data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P1_sents.csv,20,PT,,batata-doce,batata doce,Esta é uma batata-doce .,batata-doce,unknown,batata,doce,,,False,Esta é uma batata .,"[""Esta é uma batata .""]",Esta é uma batata .,1,True,,UNKNOWN,UNKNOWN,,UNKNOWN,nctti_ncs::PT::UNKNOWN::UNKNOWN::UNKNOWN::True,nctti_ncs:PT:batata doce,w1_w2_inferred,train
nctti_ncs:data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P1_sents.csv:21,nctti_ncs,data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P1_sents.csv,21,PT,,bebida alcoólica,bebida alcoólica,Esta é uma bebida alcoólica .,bebida alcoólica,unknown,bebida,alcoólica,,,False,Este é um álcool .,"[""Este é um álcool .""]",Este é um álcool .,1,True,,UNKNOWN,UNKNOWN,,UNKNOWN,nctti_ncs::PT::UNKNOWN::UNKNOWN::UNKNOWN::True,nctti_ncs:PT:bebida alcoólica,w1_w2_inferred,train
nctti_ncs:data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P1_sents.csv:23,nctti_ncs,data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P1_sents.csv,23,PT,,braço direito,braço direito,Este é um braço direito .,braço direito,unknown,braço,direito,,,False,Este é um ajudante .,"[""Este é um ajudante .""]",Este é um ajudante .,1,True,,UNKNOWN,UNKNOWN,,UNKNOWN,nctti_ncs::PT::UNKNOWN::UNKNOWN::UNKNOWN::True,nctti_ncs:PT:braço direito,w1_w2_inferred,train
nctti_ncs:data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P1_sents.csv:24,nctti_ncs,data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P1_sents.csv,24,PT,,buraco negro,buraco negro,Este é um buraco negro .,buraco negro,unknown,buraco,negro,,,False,Este é um vortex .,"[""Este é um vortex .""]",Este é um vortex .,1,True,,UNKNOWN,UNKNOWN,,UNKNOWN,nctti_ncs::PT::UNKNOWN::UNKNOWN::UNKNOWN::True,nctti_ncs:PT:buraco negro,w1_w2_inferred,train
nctti_ncs:data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P1_sents.csv:25,nctti_ncs,data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P1_sents.csv,25,PT,,café colonial,café colonial,Este é um café colonial .,café colonial,unknown,café,colonial,,,False,Este é um café da manhã .,"[""Este é um café da manhã .""]",Este é um café da manhã .,1,True,,UNKNOWN,UNKNOWN,,UNKNOWN,nctti_ncs::PT::UNKNOWN::UNKNOWN::UNKNOWN::True,nctti_ncs:PT:café colonial,w1_w2_inferred,train
nctti_ncs:data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P1_sents.csv:26,nctti_ncs,data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P1_sents.csv,26,PT,,caixa-forte,caixa forte,Esta é uma caixa-forte .,caixa-forte,unknown,caixa,forte,,,False,Este é um cofre .,"[""Este é um cofre .""]",Este é um cofre .,1,True,,UNKNOWN,UNKNOWN,,UNKNOWN,nctti_ncs::PT::UNKNOWN::UNKNOWN::UNKNOWN::True,nctti_ncs:PT:caixa forte,w1_w2_inferred,train
nctti_ncs:data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P1_sents.csv:27,nctti_ncs,data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P1_sents.csv,27,PT,,caixa-preta,caixa preta,Esta é uma caixa-preta .,caixa-preta,unknown,caixa,preta,,,False,Este é um segredo .,"[""Este é um segredo .""]",Este é um segredo .,1,True,,UNKNOWN,UNKNOWN,,UNKNOWN,nctti_ncs::PT::UNKNOWN::UNKNOWN::UNKNOWN::True,nctti_ncs:PT:caixa preta,w1_w2_inferred,train
nctti_ncs:data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P1_sents.csv:29,nctti_ncs,data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P1_sents.csv,29,PT,,câmara fria,câmara fria,Esta é uma câmara fria .,câmara fria,unknown,câmara,fria,,,False,Este é um refrigerador .,"[""Este é um refrigerador .""]",Este é um refrigerador .,1,True,,UNKNOWN,UNKNOWN,,UNKNOWN,nctti_ncs::PT::UNKNOWN::UNKNOWN::UNKNOWN::True,nctti_ncs:PT:câmara fria,w1_w2_inferred,train
nctti_ncs:data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P1_sents.csv:30,nctti_ncs,data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P1_sents.csv,30,PT,,carne branca,carne branca,Esta é uma carne branca .,carne branca,unknown,carne,branca,,,False,Esta é uma carne de peixe .,"[""Esta é uma carne de peixe .""]",Esta é uma carne de peixe .,1,True,,UNKNOWN,UNKNOWN,,UNKNOWN,nctti_ncs::PT::UNKNOWN::UNKNOWN::UNKNOWN::True,nctti_ncs:PT:carne branca,w1_w2_inferred,train
nctti_ncs:data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P1_sents.csv:31,nctti_ncs,data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P1_sents.csv,31,PT,,carne vermelha,carne vermelha,Esta é uma carne vermelha .,carne vermelha,unknown,carne,vermelha,,,False,Esta é uma carne bovina .,"[""Esta é uma carne bovina .""]",Esta é uma carne bovina .,1,True,,UNKNOWN,UNKNOWN,,UNKNOWN,nctti_ncs::PT::UNKNOWN::UNKNOWN::UNKNOWN::True,nctti_ncs:PT:carne vermelha,w1_w2_inferred,train
nctti_ncs:data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P1_sents.csv:32,nctti_ncs,data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P1_sents.csv,32,PT,,carro-forte,carro forte,Este é um carro-forte .,carro-forte,unknown,carro,forte,,,False,Este é um carro blindado .,"[""Este é um carro blindado .""]",Este é um carro blindado .,1,True,,UNKNOWN,UNKNOWN,,UNKNOWN,nctti_ncs::PT::UNKNOWN::UNKNOWN::UNKNOWN::True,nctti_ncs:PT:carro forte,w1_w2_inferred,train
nctti_ncs:data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P1_sents.csv:33,nctti_ncs,data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P1_sents.csv,33,PT,,carta aberta,carta aberta,Esta é uma carta aberta .,carta aberta,unknown,carta,aberta,,,False,Esta é uma carta pública .,"[""Esta é uma carta pública .""]",Esta é uma carta pública .,1,True,,UNKNOWN,UNKNOWN,,UNKNOWN,nctti_ncs::PT::UNKNOWN::UNKNOWN::UNKNOWN::True,nctti_ncs:PT:carta aberta,w1_w2_inferred,train
nctti_ncs:data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P1_sents.csv:35,nctti_ncs,data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P1_sents.csv,35,PT,,centro espírita,centro espírita,Este é um centro espírita .,centro espírita,unknown,centro,espírita,,,False,Este é um centro religioso .,"[""Este é um centro religioso .""]",Este é um centro religioso .,1,True,,UNKNOWN,UNKNOWN,,UNKNOWN,nctti_ncs::PT::UNKNOWN::UNKNOWN::UNKNOWN::True,nctti_ncs:PT:centro espírita,w1_w2_inferred,train
nctti_ncs:data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P1_sents.csv:36,nctti_ncs,data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P1_sents.csv,36,PT,,cerca viva,cerca viva,Esta é uma cerca viva .,cerca viva,unknown,cerca,viva,,,False,Esta é uma cerca de plantas .,"[""Esta é uma cerca de plantas .""]",Esta é uma cerca de plantas .,1,True,,UNKNOWN,UNKNOWN,,UNKNOWN,nctti_ncs::PT::UNKNOWN::UNKNOWN::UNKNOWN::True,nctti_ncs:PT:cerca viva,w1_w2_inferred,train
nctti_ncs:data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P1_sents.csv:42,nctti_ncs,data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P1_sents.csv,42,PT,,classe executiva,classe executiva,Esta é uma classe executiva .,classe executiva,unknown,classe,executiva,,,False,Esta é uma primeira classe .,"[""Esta é uma primeira classe .""]",Esta é uma primeira classe .,1,True,,UNKNOWN,UNKNOWN,,UNKNOWN,nctti_ncs::PT::UNKNOWN::UNKNOWN::UNKNOWN::True,nctti_ncs:PT:classe executiva,w1_w2_inferred,train
nctti_ncs:data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P1_sents.csv:43,nctti_ncs,data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P1_sents.csv,43,PT,,colégio militar,colégio militar,Este é um colégio militar .,colégio militar,unknown,colégio,militar,,,False,Esta é uma escola militar .,"[""Esta é uma escola militar .""]",Esta é uma escola militar .,1,True,,UNKNOWN,UNKNOWN,,UNKNOWN,nctti_ncs::PT::UNKNOWN::UNKNOWN::UNKNOWN::True,nctti_ncs:PT:colégio militar,w1_w2_inferred,train
nctti_ncs:data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P1_sents.csv:44,nctti_ncs,data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P1_sents.csv,44,PT,,coluna social,coluna social,Esta é uma coluna social .,coluna social,unknown,coluna,social,,,False,Esta é uma coluna de fofoca .,"[""Esta é uma coluna de fofoca .""]",Esta é uma coluna de fofoca .,1,True,,UNKNOWN,UNKNOWN,,UNKNOWN,nctti_ncs::PT::UNKNOWN::UNKNOWN::UNKNOWN::True,nctti_ncs:PT:coluna social,w1_w2_inferred,train
nctti_ncs:data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P1_sents.csv:45,nctti_ncs,data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P1_sents.csv,45,PT,,comida caseira,comida caseira,Esta é uma comida caseira .,comida caseira,unknown,comida,caseira,,,False,Esta é uma comida feita em casa .,"[""Esta é uma comida feita em casa .""]",Esta é uma comida feita em casa .,1,True,,UNKNOWN,UNKNOWN,,UNKNOWN,nctti_ncs::PT::UNKNOWN::UNKNOWN::UNKNOWN::True,nctti_ncs:PT:comida caseira,w1_w2_inferred,train
nctti_ncs:data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P1_sents.csv:47,nctti_ncs,data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P1_sents.csv,47,PT,,conta-corrente,conta corrente,Esta é uma conta-corrente .,conta-corrente,unknown,conta,corrente,,,False,Esta é uma conta bancária .,"[""Esta é uma conta bancária .""]",Esta é uma conta bancária .,1,True,,UNKNOWN,UNKNOWN,,UNKNOWN,nctti_ncs::PT::UNKNOWN::UNKNOWN::UNKNOWN::True,nctti_ncs:PT:conta corrente,w1_w2_inferred,train
nctti_ncs:data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P1_sents.csv:48,nctti_ncs,data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P1_sents.csv,48,PT,,coração partido,coração partido,Este é um coração partido .,coração partido,unknown,coração,partido,,,False,Esta é uma decepção amorosa .,"[""Esta é uma decepção amorosa .""]",Esta é uma decepção amorosa .,1,True,,UNKNOWN,UNKNOWN,,UNKNOWN,nctti_ncs::PT::UNKNOWN::UNKNOWN::UNKNOWN::True,nctti_ncs:PT:coração partido,w1_w2_inferred,train
nctti_ncs:data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P1_sents.csv:49,nctti_ncs,data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P1_sents.csv,49,PT,,corda bamba,corda bamba,Esta é uma corda bamba .,corda bamba,unknown,corda,bamba,,,False,Esta é uma situação delicada .,"[""Esta é uma situação delicada .""]",Esta é uma situação delicada .,1,True,,UNKNOWN,UNKNOWN,,UNKNOWN,nctti_ncs::PT::UNKNOWN::UNKNOWN::UNKNOWN::True,nctti_ncs:PT:corda bamba,w1_w2_inferred,train
nctti_ncs:data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P1_sents.csv:51,nctti_ncs,data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P1_sents.csv,51,PT,,curto-circuito,curto circuito,Este é um curto-circuito .,curto-circuito,unknown,curto,circuito,,,False,Este é um problema elétrico .,"[""Este é um problema elétrico .""]",Este é um problema elétrico .,1,True,,UNKNOWN,UNKNOWN,,UNKNOWN,nctti_ncs::PT::UNKNOWN::UNKNOWN::UNKNOWN::True,nctti_ncs:PT:curto circuito,w1_w2_inferred,train
nctti_ncs:data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P1_sents.csv:52,nctti_ncs,data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P1_sents.csv,52,PT,,deputado federal,deputado federal,Este é um deputado federal .,deputado federal,unknown,deputado,federal,,,False,Esta é uma política .,"[""Esta é uma política .""]",Esta é uma política .,1,True,,UNKNOWN,UNKNOWN,,UNKNOWN,nctti_ncs::PT::UNKNOWN::UNKNOWN::UNKNOWN::True,nctti_ncs:PT:deputado federal,w1_w2_inferred,train
nctti_ncs:data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P1_sents.csv:53,nctti_ncs,data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P1_sents.csv,53,PT,,desfile militar,desfile militar,Este é um desfile militar .,desfile militar,unknown,desfile,militar,,,False,Esta é uma parada militar .,"[""Esta é uma parada militar .""]",Esta é uma parada militar .,1,True,,UNKNOWN,UNKNOWN,,UNKNOWN,nctti_ncs::PT::UNKNOWN::UNKNOWN::UNKNOWN::True,nctti_ncs:PT:desfile militar,w1_w2_inferred,train
nctti_ncs:data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P1_sents.csv:54,nctti_ncs,data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P1_sents.csv,54,PT,,direitos humanos,direitos humanos,Estes são direitos humanos .,direitos humanos,unknown,direitos,humanos,,,False,Estes são direitos .,"[""Estes são direitos .""]",Estes são direitos .,1,True,,UNKNOWN,UNKNOWN,,UNKNOWN,nctti_ncs::PT::UNKNOWN::UNKNOWN::UNKNOWN::True,nctti_ncs:PT:direitos humanos,w1_w2_inferred,train
nctti_ncs:data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P1_sents.csv:55,nctti_ncs,data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P1_sents.csv,55,PT,,disco rígido,disco rígido,Este é um disco rígido .,disco rígido,unknown,disco,rígido,,,False,Este é um hd .,"[""Este é um hd .""]",Este é um hd .,1,True,,UNKNOWN,UNKNOWN,,UNKNOWN,nctti_ncs::PT::UNKNOWN::UNKNOWN::UNKNOWN::True,nctti_ncs:PT:disco rígido,w1_w2_inferred,train
nctti_ncs:data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P1_sents.csv:56,nctti_ncs,data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P1_sents.csv,56,PT,,disco voador,disco voador,Este é um disco voador .,disco voador,unknown,disco,voador,,,False,Este é um ovni .,"[""Este é um ovni .""]",Este é um ovni .,1,True,,UNKNOWN,UNKNOWN,,UNKNOWN,nctti_ncs::PT::UNKNOWN::UNKNOWN::UNKNOWN::True,nctti_ncs:PT:disco voador,w1_w2_inferred,train
nctti_ncs:data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P1_sents.csv:57,nctti_ncs,data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P1_sents.csv,57,PT,,efeito especial,efeito especial,Este é um efeito especial .,efeito especial,unknown,efeito,especial,,,False,Este é um efeito .,"[""Este é um efeito .""]",Este é um efeito .,1,True,,UNKNOWN,UNKNOWN,,UNKNOWN,nctti_ncs::PT::UNKNOWN::UNKNOWN::UNKNOWN::True,nctti_ncs:PT:efeito especial,w1_w2_inferred,train
nctti_ncs:data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P1_sents.csv:58,nctti_ncs,data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P1_sents.csv,58,PT,,elefante branco,elefante branco,Este é um elefante branco .,elefante branco,unknown,elefante,branco,,,False,Este é um inútil .,"[""Este é um inútil .""]",Este é um inútil .,1,True,,UNKNOWN,UNKNOWN,,UNKNOWN,nctti_ncs::PT::UNKNOWN::UNKNOWN::UNKNOWN::True,nctti_ncs:PT:elefante branco,w1_w2_inferred,train
nctti_ncs:data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P1_sents.csv:60,nctti_ncs,data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P1_sents.csv,60,PT,,estrela cadente,estrela cadente,Esta é uma estrela cadente .,estrela cadente,unknown,estrela,cadente,,,False,Este é um meteoro .,"[""Este é um meteoro .""]",Este é um meteoro .,1,True,,UNKNOWN,UNKNOWN,,UNKNOWN,nctti_ncs::PT::UNKNOWN::UNKNOWN::UNKNOWN::True,nctti_ncs:PT:estrela cadente,w1_w2_inferred,train
nctti_ncs:data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P1_sents.csv:63,nctti_ncs,data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P1_sents.csv,63,PT,,farinha integral,farinha integral,Esta é uma farinha integral .,farinha integral,unknown,farinha,integral,,,False,Esta é uma farinha .,"[""Esta é uma farinha .""]",Esta é uma farinha .,1,True,,UNKNOWN,UNKNOWN,,UNKNOWN,nctti_ncs::PT::UNKNOWN::UNKNOWN::UNKNOWN::True,nctti_ncs:PT:farinha integral,w1_w2_inferred,train
nctti_ncs:data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P1_sents.csv:64,nctti_ncs,data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P1_sents.csv,64,PT,,febre amarela,febre amarela,Esta é uma febre amarela .,febre amarela,unknown,febre,amarela,,,False,Esta é uma doença .,"[""Esta é uma doença .""]",Esta é uma doença .,1,True,,UNKNOWN,UNKNOWN,,UNKNOWN,nctti_ncs::PT::UNKNOWN::UNKNOWN::UNKNOWN::True,nctti_ncs:PT:febre amarela,w1_w2_inferred,train
nctti_ncs:data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P1_sents.csv:65,nctti_ncs,data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P1_sents.csv,65,PT,,ficha limpa,ficha limpa,Esta é uma ficha limpa .,ficha limpa,unknown,ficha,limpa,,,False,Esta é uma honestidade .,"[""Esta é uma honestidade .""]",Esta é uma honestidade .,1,True,,UNKNOWN,UNKNOWN,,UNKNOWN,nctti_ncs::PT::UNKNOWN::UNKNOWN::UNKNOWN::True,nctti_ncs:PT:ficha limpa,w1_w2_inferred,train
nctti_ncs:data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P1_sents.csv:67,nctti_ncs,data/extracted/nctti_ncs/acl_attachment/noun_compound_senses-main/dataset/pt/neutral/P1_sents.csv,67,PT,,fio condutor,fio condutor,Este é um fio condutor .,fio condutor,unknown,fio,condutor,,,False,Este é um tema principal .,"[""Este é um tema principal .""]",Este é um tema principal .,1,True,,UNKNOWN,UNKNOWN,,UNKNOWN,nctti_ncs::PT::UNKNOWN::UNKNOWN::UNKNOWN::True,nctti_ncs:PT:fio condutor,w1_w2_inferred,train
