source,lang,expression,head,modifier,label,compositionality_score,compositionality_type,compositionality_token,raw_paraphrase,original_split,row_id,label_raw,label_norm,label_binary,contribution_label,compositionality_score_norm,compositionality_bin,paraphrase_candidates_maggie,wordnet_synonyms,wordnet_synonym1,paraphrase1_gpt55pro20260423,paraphrase1_gpt5nano20250807,canonical_paraphrase,paraphrase_candidates,has_paraphrase,split_701020,split_source
semeval_a,pt,céu aberto,,,0.0,,,,,test,6758,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,descoberto|externo,,,descoberto,externo,descoberto,descoberto|externo,1,train,generated
semeval_a,pt,céu aberto,,,0.0,,,,,test,6759,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,descoberto|externo,,,descoberto,externo,descoberto,descoberto|externo,1,train,generated
semeval_a,pt,céu aberto,,,0.0,,,,,test,6760,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,descoberto|externo,,,descoberto,externo,descoberto,descoberto|externo,1,train,generated
semeval_a,pt,céu aberto,,,0.0,,,,,test,6761,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,descoberto|externo,,,descoberto,externo,descoberto,descoberto|externo,1,train,generated
semeval_a,pt,céu aberto,,,0.0,,,,,test,6762,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,descoberto|externo,,,descoberto,externo,descoberto,descoberto|externo,1,train,generated
semeval_a,pt,céu aberto,,,0.0,,,,,test,6763,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,descoberto|externo,,,descoberto,externo,descoberto,descoberto|externo,1,train,generated
semeval_a,pt,corda bamba,,,0.0,,,,,test,6764,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,instabilidade|precariedade,,,instabilidade,precariedade,instabilidade,instabilidade|precariedade,1,test,generated
semeval_a,pt,corda bamba,,,0.0,,,,,test,6765,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,instabilidade|precariedade,,,instabilidade,precariedade,instabilidade,instabilidade|precariedade,1,test,generated
semeval_a,pt,corda bamba,,,1.0,,,,,test,6766,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,instabilidade|precariedade,,,instabilidade,precariedade,instabilidade,instabilidade|precariedade,1,test,generated
semeval_a,pt,corda bamba,,,0.0,,,,,test,6767,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,instabilidade|precariedade,,,instabilidade,precariedade,instabilidade,instabilidade|precariedade,1,test,generated
semeval_a,pt,corda bamba,,,0.0,,,,,test,6768,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,instabilidade|precariedade,,,instabilidade,precariedade,instabilidade,instabilidade|precariedade,1,test,generated
semeval_a,pt,corda bamba,,,0.0,,,,,test,6769,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,instabilidade|precariedade,,,instabilidade,precariedade,instabilidade,instabilidade|precariedade,1,test,generated
semeval_a,pt,corda bamba,,,0.0,,,,,test,6770,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,instabilidade|precariedade,,,instabilidade,precariedade,instabilidade,instabilidade|precariedade,1,test,generated
semeval_a,pt,corda bamba,,,0.0,,,,,test,6771,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,instabilidade|precariedade,,,instabilidade,precariedade,instabilidade,instabilidade|precariedade,1,test,generated
semeval_a,pt,corda bamba,,,1.0,,,,,test,6772,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,instabilidade|precariedade,,,instabilidade,precariedade,instabilidade,instabilidade|precariedade,1,test,generated
semeval_a,pt,corda bamba,,,0.0,,,,,test,6773,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,instabilidade|precariedade,,,instabilidade,precariedade,instabilidade,instabilidade|precariedade,1,test,generated
semeval_a,pt,corda bamba,,,0.0,,,,,test,6774,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,instabilidade|precariedade,,,instabilidade,precariedade,instabilidade,instabilidade|precariedade,1,test,generated
semeval_a,pt,corda bamba,,,0.0,,,,,test,6775,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,instabilidade|precariedade,,,instabilidade,precariedade,instabilidade,instabilidade|precariedade,1,test,generated
semeval_a,pt,corda bamba,,,0.0,,,,,test,6776,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,instabilidade|precariedade,,,instabilidade,precariedade,instabilidade,instabilidade|precariedade,1,test,generated
semeval_a,pt,corda bamba,,,0.0,,,,,test,6777,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,instabilidade|precariedade,,,instabilidade,precariedade,instabilidade,instabilidade|precariedade,1,test,generated
semeval_a,pt,corda bamba,,,1.0,,,,,test,6778,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,instabilidade|precariedade,,,instabilidade,precariedade,instabilidade,instabilidade|precariedade,1,test,generated
semeval_a,pt,corda bamba,,,0.0,,,,,test,6779,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,instabilidade|precariedade,,,instabilidade,precariedade,instabilidade,instabilidade|precariedade,1,test,generated
semeval_a,pt,corda bamba,,,0.0,,,,,test,6780,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,instabilidade|precariedade,,,instabilidade,precariedade,instabilidade,instabilidade|precariedade,1,test,generated
semeval_a,pt,corda bamba,,,0.0,,,,,test,6781,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,instabilidade|precariedade,,,instabilidade,precariedade,instabilidade,instabilidade|precariedade,1,test,generated
semeval_a,pt,exame clínico,,,1.0,,,,,test,6782,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,avaliação,,,avaliação,avaliação,avaliação,avaliação,1,train,generated
semeval_a,pt,exame clínico,,,1.0,,,,,test,6783,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,avaliação,,,avaliação,avaliação,avaliação,avaliação,1,train,generated
semeval_a,pt,exame clínico,,,1.0,,,,,test,6784,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,avaliação,,,avaliação,avaliação,avaliação,avaliação,1,train,generated
semeval_a,pt,exame clínico,,,1.0,,,,,test,6785,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,avaliação,,,avaliação,avaliação,avaliação,avaliação,1,train,generated
semeval_a,pt,exame clínico,,,1.0,,,,,test,6786,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,avaliação,,,avaliação,avaliação,avaliação,avaliação,1,train,generated
semeval_a,pt,exame clínico,,,1.0,,,,,test,6787,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,avaliação,,,avaliação,avaliação,avaliação,avaliação,1,train,generated
semeval_a,pt,exame clínico,,,1.0,,,,,test,6788,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,avaliação,,,avaliação,avaliação,avaliação,avaliação,1,train,generated
semeval_a,pt,exame clínico,,,1.0,,,,,test,6789,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,avaliação,,,avaliação,avaliação,avaliação,avaliação,1,train,generated
semeval_a,pt,exame clínico,,,1.0,,,,,test,6790,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,avaliação,,,avaliação,avaliação,avaliação,avaliação,1,train,generated
semeval_a,pt,ficha limpa,,,0.0,,,,,test,6791,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,ilibado|integridade,,,ilibado,integridade,ilibado,ilibado|integridade,1,train,generated
semeval_a,pt,ficha limpa,,,1.0,,,,,test,6792,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,ilibado|integridade,,,ilibado,integridade,ilibado,ilibado|integridade,1,train,generated
semeval_a,pt,ficha limpa,,,0.0,,,,,test,6793,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,ilibado|integridade,,,ilibado,integridade,ilibado,ilibado|integridade,1,train,generated
semeval_a,pt,ficha limpa,,,1.0,,,,,test,6794,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,ilibado|integridade,,,ilibado,integridade,ilibado,ilibado|integridade,1,train,generated
semeval_a,pt,ficha limpa,,,1.0,,,,,test,6795,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,ilibado|integridade,,,ilibado,integridade,ilibado,ilibado|integridade,1,train,generated
semeval_a,pt,ficha limpa,,,0.0,,,,,test,6796,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,ilibado|integridade,,,ilibado,integridade,ilibado,ilibado|integridade,1,train,generated
semeval_a,pt,ficha limpa,,,0.0,,,,,test,6797,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,ilibado|integridade,,,ilibado,integridade,ilibado,ilibado|integridade,1,train,generated
semeval_a,pt,ficha limpa,,,0.0,,,,,test,6798,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,ilibado|integridade,,,ilibado,integridade,ilibado,ilibado|integridade,1,train,generated
semeval_a,pt,ficha limpa,,,0.0,,,,,test,6799,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,ilibado|integridade,,,ilibado,integridade,ilibado,ilibado|integridade,1,train,generated
semeval_a,pt,ficha limpa,,,1.0,,,,,test,6800,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,ilibado|integridade,,,ilibado,integridade,ilibado,ilibado|integridade,1,train,generated
semeval_a,pt,ficha limpa,,,0.0,,,,,test,6801,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,ilibado|integridade,,,ilibado,integridade,ilibado,ilibado|integridade,1,train,generated
semeval_a,pt,ficha limpa,,,1.0,,,,,test,6802,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,ilibado|integridade,,,ilibado,integridade,ilibado,ilibado|integridade,1,train,generated
semeval_a,pt,ficha limpa,,,1.0,,,,,test,6803,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,ilibado|integridade,,,ilibado,integridade,ilibado,ilibado|integridade,1,train,generated
semeval_a,pt,ficha limpa,,,1.0,,,,,test,6804,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,ilibado|integridade,,,ilibado,integridade,ilibado,ilibado|integridade,1,train,generated
semeval_a,pt,ficha limpa,,,0.0,,,,,test,6805,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,ilibado|integridade,,,ilibado,integridade,ilibado,ilibado|integridade,1,train,generated
semeval_a,pt,ficha limpa,,,1.0,,,,,test,6806,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,ilibado|integridade,,,ilibado,integridade,ilibado,ilibado|integridade,1,train,generated
semeval_a,pt,ficha limpa,,,1.0,,,,,test,6807,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,ilibado|integridade,,,ilibado,integridade,ilibado,ilibado|integridade,1,train,generated
semeval_a,pt,ficha limpa,,,0.0,,,,,test,6808,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,ilibado|integridade,,,ilibado,integridade,ilibado,ilibado|integridade,1,train,generated
semeval_a,pt,ficha limpa,,,1.0,,,,,test,6809,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,ilibado|integridade,,,ilibado,integridade,ilibado,ilibado|integridade,1,train,generated
semeval_a,pt,ficha limpa,,,1.0,,,,,test,6810,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,ilibado|integridade,,,ilibado,integridade,ilibado,ilibado|integridade,1,train,generated
semeval_a,pt,ficha limpa,,,1.0,,,,,test,6811,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,ilibado|integridade,,,ilibado,integridade,ilibado,ilibado|integridade,1,train,generated
semeval_a,pt,força bruta,,,0.0,,,,,test,6812,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,violência|potência,,,violência,potência,violência,violência|potência,1,train,generated
semeval_a,pt,força bruta,,,1.0,,,,,test,6813,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,violência|potência,,,violência,potência,violência,violência|potência,1,train,generated
semeval_a,pt,força bruta,,,0.0,,,,,test,6814,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,violência|potência,,,violência,potência,violência,violência|potência,1,train,generated
semeval_a,pt,força bruta,,,0.0,,,,,test,6815,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,violência|potência,,,violência,potência,violência,violência|potência,1,train,generated
semeval_a,pt,força bruta,,,0.0,,,,,test,6816,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,violência|potência,,,violência,potência,violência,violência|potência,1,train,generated
semeval_a,pt,força bruta,,,0.0,,,,,test,6817,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,violência|potência,,,violência,potência,violência,violência|potência,1,train,generated
semeval_a,pt,força bruta,,,1.0,,,,,test,6818,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,violência|potência,,,violência,potência,violência,violência|potência,1,train,generated
semeval_a,pt,força bruta,,,0.0,,,,,test,6819,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,violência|potência,,,violência,potência,violência,violência|potência,1,train,generated
semeval_a,pt,força bruta,,,1.0,,,,,test,6820,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,violência|potência,,,violência,potência,violência,violência|potência,1,train,generated
semeval_a,pt,força bruta,,,0.0,,,,,test,6821,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,violência|potência,,,violência,potência,violência,violência|potência,1,train,generated
semeval_a,pt,força bruta,,,1.0,,,,,test,6822,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,violência|potência,,,violência,potência,violência,violência|potência,1,train,generated
semeval_a,pt,força bruta,,,1.0,,,,,test,6823,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,violência|potência,,,violência,potência,violência,violência|potência,1,train,generated
semeval_a,pt,força bruta,,,1.0,,,,,test,6824,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,violência|potência,,,violência,potência,violência,violência|potência,1,train,generated
semeval_a,pt,força bruta,,,0.0,,,,,test,6825,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,violência|potência,,,violência,potência,violência,violência|potência,1,train,generated
semeval_a,pt,força bruta,,,1.0,,,,,test,6826,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,violência|potência,,,violência,potência,violência,violência|potência,1,train,generated
semeval_a,pt,força bruta,,,0.0,,,,,test,6827,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,violência|potência,,,violência,potência,violência,violência|potência,1,train,generated
semeval_a,pt,força bruta,,,0.0,,,,,test,6828,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,violência|potência,,,violência,potência,violência,violência|potência,1,train,generated
semeval_a,pt,força bruta,,,0.0,,,,,test,6829,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,violência|potência,,,violência,potência,violência,violência|potência,1,train,generated
semeval_a,pt,força bruta,,,1.0,,,,,test,6830,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,violência|potência,,,violência,potência,violência,violência|potência,1,train,generated
semeval_a,pt,força bruta,,,0.0,,,,,test,6831,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,violência|potência,,,violência,potência,violência,violência|potência,1,train,generated
semeval_a,pt,força bruta,,,0.0,,,,,test,6832,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,violência|potência,,,violência,potência,violência,violência|potência,1,train,generated
semeval_a,pt,golpe baixo,,,0.0,,,,,test,6833,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,deslealdade|trapaça,,,deslealdade,trapaça,deslealdade,deslealdade|trapaça,1,dev,generated
semeval_a,pt,golpe baixo,,,1.0,,,,,test,6834,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,deslealdade|trapaça,,,deslealdade,trapaça,deslealdade,deslealdade|trapaça,1,dev,generated
semeval_a,pt,golpe baixo,,,0.0,,,,,test,6835,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,deslealdade|trapaça,,,deslealdade,trapaça,deslealdade,deslealdade|trapaça,1,dev,generated
semeval_a,pt,golpe baixo,,,0.0,,,,,test,6836,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,deslealdade|trapaça,,,deslealdade,trapaça,deslealdade,deslealdade|trapaça,1,dev,generated
semeval_a,pt,golpe baixo,,,1.0,,,,,test,6837,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,deslealdade|trapaça,,,deslealdade,trapaça,deslealdade,deslealdade|trapaça,1,dev,generated
semeval_a,pt,golpe baixo,,,0.0,,,,,test,6838,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,deslealdade|trapaça,,,deslealdade,trapaça,deslealdade,deslealdade|trapaça,1,dev,generated
semeval_a,pt,golpe baixo,,,0.0,,,,,test,6839,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,deslealdade|trapaça,,,deslealdade,trapaça,deslealdade,deslealdade|trapaça,1,dev,generated
semeval_a,pt,golpe baixo,,,1.0,,,,,test,6840,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,deslealdade|trapaça,,,deslealdade,trapaça,deslealdade,deslealdade|trapaça,1,dev,generated
semeval_a,pt,golpe baixo,,,0.0,,,,,test,6841,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,deslealdade|trapaça,,,deslealdade,trapaça,deslealdade,deslealdade|trapaça,1,dev,generated
semeval_a,pt,golpe baixo,,,1.0,,,,,test,6842,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,deslealdade|trapaça,,,deslealdade,trapaça,deslealdade,deslealdade|trapaça,1,dev,generated
semeval_a,pt,golpe baixo,,,0.0,,,,,test,6843,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,deslealdade|trapaça,,,deslealdade,trapaça,deslealdade,deslealdade|trapaça,1,dev,generated
semeval_a,pt,golpe baixo,,,0.0,,,,,test,6844,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,deslealdade|trapaça,,,deslealdade,trapaça,deslealdade,deslealdade|trapaça,1,dev,generated
semeval_a,pt,golpe baixo,,,0.0,,,,,test,6845,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,deslealdade|trapaça,,,deslealdade,trapaça,deslealdade,deslealdade|trapaça,1,dev,generated
semeval_a,pt,golpe baixo,,,1.0,,,,,test,6846,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,deslealdade|trapaça,,,deslealdade,trapaça,deslealdade,deslealdade|trapaça,1,dev,generated
semeval_a,pt,gripe suína,,,0.0,,,,,test,6847,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,Influenza A H1N1|H1N1|influenza,Influenza A H1N1,Influenza A H1N1,H1N1,influenza,Influenza A H1N1,Influenza A H1N1|H1N1|influenza,1,test,generated
semeval_a,pt,gripe suína,,,1.0,,,,,test,6848,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,Influenza A H1N1|H1N1|influenza,Influenza A H1N1,Influenza A H1N1,H1N1,influenza,Influenza A H1N1,Influenza A H1N1|H1N1|influenza,1,test,generated
semeval_a,pt,gripe suína,,,0.0,,,,,test,6849,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,Influenza A H1N1|H1N1|influenza,Influenza A H1N1,Influenza A H1N1,H1N1,influenza,Influenza A H1N1,Influenza A H1N1|H1N1|influenza,1,test,generated
semeval_a,pt,gripe suína,,,0.0,,,,,test,6850,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,Influenza A H1N1|H1N1|influenza,Influenza A H1N1,Influenza A H1N1,H1N1,influenza,Influenza A H1N1,Influenza A H1N1|H1N1|influenza,1,test,generated
semeval_a,pt,gripe suína,,,0.0,,,,,test,6851,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,Influenza A H1N1|H1N1|influenza,Influenza A H1N1,Influenza A H1N1,H1N1,influenza,Influenza A H1N1,Influenza A H1N1|H1N1|influenza,1,test,generated
semeval_a,pt,gripe suína,,,0.0,,,,,test,6852,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,Influenza A H1N1|H1N1|influenza,Influenza A H1N1,Influenza A H1N1,H1N1,influenza,Influenza A H1N1,Influenza A H1N1|H1N1|influenza,1,test,generated
semeval_a,pt,gripe suína,,,0.0,,,,,test,6853,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,Influenza A H1N1|H1N1|influenza,Influenza A H1N1,Influenza A H1N1,H1N1,influenza,Influenza A H1N1,Influenza A H1N1|H1N1|influenza,1,test,generated
semeval_a,pt,gripe suína,,,0.0,,,,,test,6854,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,Influenza A H1N1|H1N1|influenza,Influenza A H1N1,Influenza A H1N1,H1N1,influenza,Influenza A H1N1,Influenza A H1N1|H1N1|influenza,1,test,generated
semeval_a,pt,gripe suína,,,0.0,,,,,test,6855,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,Influenza A H1N1|H1N1|influenza,Influenza A H1N1,Influenza A H1N1,H1N1,influenza,Influenza A H1N1,Influenza A H1N1|H1N1|influenza,1,test,generated
semeval_a,pt,jogo duro,,,0.0,,,,,test,6856,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,intransigência|firmeza,,,intransigência,firmeza,intransigência,intransigência|firmeza,1,test,generated
semeval_a,pt,jogo duro,,,1.0,,,,,test,6857,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,intransigência|firmeza,,,intransigência,firmeza,intransigência,intransigência|firmeza,1,test,generated
semeval_a,pt,jogo duro,,,0.0,,,,,test,6858,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,intransigência|firmeza,,,intransigência,firmeza,intransigência,intransigência|firmeza,1,test,generated
semeval_a,pt,jogo duro,,,0.0,,,,,test,6859,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,intransigência|firmeza,,,intransigência,firmeza,intransigência,intransigência|firmeza,1,test,generated
semeval_a,pt,jogo duro,,,0.0,,,,,test,6860,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,intransigência|firmeza,,,intransigência,firmeza,intransigência,intransigência|firmeza,1,test,generated
semeval_a,pt,jogo duro,,,0.0,,,,,test,6861,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,intransigência|firmeza,,,intransigência,firmeza,intransigência,intransigência|firmeza,1,test,generated
semeval_a,pt,jogo duro,,,1.0,,,,,test,6862,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,intransigência|firmeza,,,intransigência,firmeza,intransigência,intransigência|firmeza,1,test,generated
semeval_a,pt,jogo duro,,,0.0,,,,,test,6863,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,intransigência|firmeza,,,intransigência,firmeza,intransigência,intransigência|firmeza,1,test,generated
semeval_a,pt,jogo duro,,,0.0,,,,,test,6864,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,intransigência|firmeza,,,intransigência,firmeza,intransigência,intransigência|firmeza,1,test,generated
semeval_a,pt,jogo duro,,,0.0,,,,,test,6865,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,intransigência|firmeza,,,intransigência,firmeza,intransigência,intransigência|firmeza,1,test,generated
semeval_a,pt,jogo duro,,,1.0,,,,,test,6866,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,intransigência|firmeza,,,intransigência,firmeza,intransigência,intransigência|firmeza,1,test,generated
semeval_a,pt,jogo duro,,,0.0,,,,,test,6867,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,intransigência|firmeza,,,intransigência,firmeza,intransigência,intransigência|firmeza,1,test,generated
semeval_a,pt,jogo duro,,,0.0,,,,,test,6868,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,intransigência|firmeza,,,intransigência,firmeza,intransigência,intransigência|firmeza,1,test,generated
semeval_a,pt,jogo duro,,,1.0,,,,,test,6869,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,intransigência|firmeza,,,intransigência,firmeza,intransigência,intransigência|firmeza,1,test,generated
semeval_a,pt,jogo duro,,,0.0,,,,,test,6870,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,intransigência|firmeza,,,intransigência,firmeza,intransigência,intransigência|firmeza,1,test,generated
semeval_a,pt,jogo duro,,,1.0,,,,,test,6871,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,intransigência|firmeza,,,intransigência,firmeza,intransigência,intransigência|firmeza,1,test,generated
semeval_a,pt,jogo duro,,,0.0,,,,,test,6872,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,intransigência|firmeza,,,intransigência,firmeza,intransigência,intransigência|firmeza,1,test,generated
semeval_a,pt,jogo duro,,,0.0,,,,,test,6873,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,intransigência|firmeza,,,intransigência,firmeza,intransigência,intransigência|firmeza,1,test,generated
semeval_a,pt,jogo duro,,,0.0,,,,,test,6874,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,intransigência|firmeza,,,intransigência,firmeza,intransigência,intransigência|firmeza,1,test,generated
semeval_a,pt,jogo duro,,,0.0,,,,,test,6875,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,intransigência|firmeza,,,intransigência,firmeza,intransigência,intransigência|firmeza,1,test,generated
semeval_a,pt,jogo duro,,,0.0,,,,,test,6876,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,intransigência|firmeza,,,intransigência,firmeza,intransigência,intransigência|firmeza,1,test,generated
semeval_a,pt,jogo duro,,,0.0,,,,,test,6877,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,intransigência|firmeza,,,intransigência,firmeza,intransigência,intransigência|firmeza,1,test,generated
semeval_a,pt,jogo duro,,,0.0,,,,,test,6878,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,intransigência|firmeza,,,intransigência,firmeza,intransigência,intransigência|firmeza,1,test,generated
semeval_a,pt,jogo duro,,,1.0,,,,,test,6879,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,intransigência|firmeza,,,intransigência,firmeza,intransigência,intransigência|firmeza,1,test,generated
semeval_a,pt,juízo final,,,1.0,,,,,test,6880,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,apocalipse|julgamento,,,apocalipse,julgamento,apocalipse,apocalipse|julgamento,1,train,generated
semeval_a,pt,juízo final,,,1.0,,,,,test,6881,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,apocalipse|julgamento,,,apocalipse,julgamento,apocalipse,apocalipse|julgamento,1,train,generated
semeval_a,pt,juízo final,,,1.0,,,,,test,6882,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,apocalipse|julgamento,,,apocalipse,julgamento,apocalipse,apocalipse|julgamento,1,train,generated
semeval_a,pt,juízo final,,,0.0,,,,,test,6883,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,apocalipse|julgamento,,,apocalipse,julgamento,apocalipse,apocalipse|julgamento,1,train,generated
semeval_a,pt,juízo final,,,1.0,,,,,test,6884,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,apocalipse|julgamento,,,apocalipse,julgamento,apocalipse,apocalipse|julgamento,1,train,generated
semeval_a,pt,juízo final,,,1.0,,,,,test,6885,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,apocalipse|julgamento,,,apocalipse,julgamento,apocalipse,apocalipse|julgamento,1,train,generated
semeval_a,pt,juízo final,,,1.0,,,,,test,6886,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,apocalipse|julgamento,,,apocalipse,julgamento,apocalipse,apocalipse|julgamento,1,train,generated
semeval_a,pt,juízo final,,,1.0,,,,,test,6887,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,apocalipse|julgamento,,,apocalipse,julgamento,apocalipse,apocalipse|julgamento,1,train,generated
