text_id,text,lang,text_type
t00009811,table rond,fr,expression
t00009812,ronde,fr,modifier
t00009813,débat,fr,paraphrase
t00009814,forum,fr,paraphrase
t00009815,dã©bat,fr,paraphrase
t00009816,rã©union,fr,paraphrase
t00009817,réunion,fr,paraphrase
t00009818,discussion,fr,paraphrase
t00009819,confã©rence,fr,paraphrase
t00009820,symposium,fr,paraphrase
t00009821,discussion ouverte,fr,paraphrase
t00009822,e discussion,fr,paraphrase
t00009823,parler autour d'une table ronde,fr,paraphrase
t00009824,des reunions,fr,paraphrase
t00009825,discussions autour d'une table,fr,paraphrase
t00009826,reunion a table,fr,paraphrase
t00009827,meeting,fr,paraphrase
t00009828,reunion,fr,paraphrase
t00009829,conference,fr,paraphrase
t00009830,echange de vue,fr,paraphrase
t00009831,association de jeunes hommes,fr,paraphrase
t00009832,concertation,fr,paraphrase
t00009833,sã©ance de travail,fr,paraphrase
t00009834,pourparlers,fr,paraphrase
t00009835,nã©gociations,fr,paraphrase
t00009836,colloque,fr,paraphrase
t00009837,renconte,fr,paraphrase
t00009838,ã©change d'opinion,fr,paraphrase
t00009839,tapis rouge,fr,expression
t00009840,tapis,fr,head
t00009841,honneurs,fr,paraphrase
t00009842,faveur,fr,paraphrase
t00009843,recevoir royalement,fr,paraphrase
t00009844,faire honneur,fr,paraphrase
t00009845,tapis de cã©rã©monie,fr,paraphrase
t00009846,traiter avec des ã©gards,fr,paraphrase
t00009847,montrer plein d'ã©gards,fr,paraphrase
t00009848,tapis de cérémonie,fr,paraphrase
t00009849,taps d'honneur,fr,paraphrase
t00009850,recevoir avec luxe,fr,paraphrase
t00009851,accueil chaleureux,fr,paraphrase
t00009852,rã©ception enthousiaste,fr,paraphrase
t00009853,accueillir un invitã© de marque,fr,paraphrase
t00009854,accueillir quelqu'un avec luxe,fr,paraphrase
t00009855,grandeur,fr,paraphrase
t00009856,importance,fr,paraphrase
t00009857,tapis d'honneur,fr,paraphrase
t00009858,acceuillir ã bras ouverts,fr,paraphrase
t00009859,recevoir chapeau bas,fr,paraphrase
t00009860,ouvrir les portes,fr,paraphrase
t00009861,recevoir quelqu'un avec beaucoup d'ã©gard,fr,paraphrase
t00009862,marque de bienvenue,fr,paraphrase
t00009863,rã©ception royale,fr,paraphrase
t00009864,accueil sompteux,fr,paraphrase
t00009865,tapis des cã©lã©britã©s,fr,paraphrase
t00009866,tapis de marche,fr,paraphrase
t00009867,recevoir en grandes pompes,fr,paraphrase
t00009868,cérémonie,fr,paraphrase
t00009869,cã©lã©britã© ã©vã©nement,fr,paraphrase
t00009870,tapis pour les cã©lã©britã©s,fr,paraphrase
t00009871,temps fort,fr,expression
t00009872,temps,fr,head
t00009873,apogée,fr,paraphrase
t00009874,moment important,fr,paraphrase
t00009875,point fort,fr,paraphrase
t00009876,période critique,fr,paraphrase
t00009877,grands moments,fr,paraphrase
t00009878,évènement important,fr,paraphrase
t00009879,moment incontournable,fr,paraphrase
t00009880,instant à retenir,fr,paraphrase
t00009881,passage important,fr,paraphrase
t00009882,moments importants,fr,paraphrase
t00009883,instants majeurs,fr,paraphrase
t00009884,hit,fr,paraphrase
t00009885,temps culminant,fr,paraphrase
t00009886,bon moment,fr,paraphrase
t00009887,moments inoubliables,fr,paraphrase
t00009888,faits marquants,fr,paraphrase
t00009889,moment fort,fr,paraphrase
t00009890,ã©vã©nement important,fr,paraphrase
t00009891,ã©vã©nement notable,fr,paraphrase
t00009892,événements,fr,paraphrase
t00009893,actualité,fr,paraphrase
t00009894,nouvelle,fr,paraphrase
t00009895,évenément,fr,paraphrase
t00009896,moment marquant,fr,paraphrase
t00009897,moment émouvant,fr,paraphrase
t00009898,ictus,fr,paraphrase
t00009899,eventment,fr,paraphrase
t00009900,temps mort,fr,expression
t00009901,arrêt de jeu,fr,paraphrase
t00009902,pause,fr,paraphrase
t00009903,interruption,fr,paraphrase
t00009904,arrãªt,fr,paraphrase
t00009905,temps de repos,fr,paraphrase
t00009906,respiro,fr,paraphrase
t00009907,arrãªts,fr,paraphrase
t00009908,cassures temporelles,fr,paraphrase
t00009909,temps d'interruption,fr,paraphrase
t00009910,moment d'inactivité,fr,paraphrase
t00009911,arrãªt de jeu,fr,paraphrase
t00009912,petite pause,fr,paraphrase
t00009913,silence,fr,paraphrase
t00009914,perte de temps,fr,paraphrase
t00009915,temps non productif,fr,paraphrase
t00009916,moment de repos,fr,paraphrase
t00009917,pauses,fr,paraphrase
t00009918,fragments,fr,paraphrase
t00009919,temps de silence,fr,paraphrase
t00009920,point d'orgue,fr,paraphrase
t00009921,temps d'arrãªt,fr,paraphrase
t00009922,temps partiel,fr,expression
t00009923,partiel,fr,modifier
t00009924,partiel,fr,paraphrase
t00009925,mi temps,fr,paraphrase
t00009926,travail ã temps partiel,fr,paraphrase
t00009927,chã´mage partiel,fr,paraphrase
t00009928,semaine de travail de moins de 35 heures,fr,paraphrase
t00009929,moins de 40 heures de travail hebdomadaire,fr,paraphrase
t00009930,activité secondaire,fr,paraphrase
t00009931,travail à mi temps,fr,paraphrase
t00009932,horaire de travail partiel,fr,paraphrase
t00009933,travail moitiã© du temps,fr,paraphrase
t00009934,salariã© travaille moins,fr,paraphrase
t00009935,durã©e travail rã©duit,fr,paraphrase
t00009936,tiers temps,fr,paraphrase
t00009937,portion de temps,fr,paraphrase
t00009938,demi journã©es,fr,paraphrase
t00009939,sous emploi,fr,paraphrase
t00009940,temps incomplet,fr,paraphrase
t00009941,moins que plein temps,fr,paraphrase
t00009942,demi temps,fr,paraphrase
t00009943,demi journee,fr,paraphrase
t00009944,fragmentaire,fr,paraphrase
t00009945,incomplã©,fr,paraphrase
t00009946,temps plein,fr,expression
t00009947,pleintemps,fr,paraphrase
t00009948,temps complet,fr,paraphrase
t00009949,35 heures par semaine,fr,paraphrase
t00009950,pas temps partiel,fr,paraphrase
t00009951,travail toute la semaine,fr,paraphrase
t00009952,plein temps,fr,paraphrase
t00009953,faire les trois huit,fr,paraphrase
t00009954,charge de travail,fr,paraphrase
t00009955,durã©e de travail,fr,paraphrase
t00009956,activitã© rã©munã©rã©e,fr,paraphrase
t00009957,ã temps complet,fr,paraphrase
t00009958,ã plein temps,fr,paraphrase
t00009959,unité de mesured'une charge de travail,fr,paraphrase
t00009960,capacité de travail ou de production,fr,paraphrase
t00009961,temps non partiel,fr,paraphrase
t00009962,journã©e de travail entiã¨re,fr,paraphrase
t00009963,relation normale de travail,fr,paraphrase
t00009964,durée de travail de 35 heures par semaine,fr,paraphrase
t00009965,heures d'ouverture,fr,paraphrase
t00009966,heures de bureau,fr,paraphrase
t00009967,temps réel,fr,expression
t00009968,réel,fr,modifier
t00009969,instantané,fr,paraphrase
t00009970,immédiat,fr,paraphrase
t00009971,en direct,fr,paraphrase
t00009972,immédiatement,fr,paraphrase
t00009973,traitement en direct,fr,paraphrase
t00009974,sur le champs,fr,paraphrase
t00009975,à l'instant,fr,paraphrase
t00009976,instantanné,fr,paraphrase
t00009977,temps non virtuel,fr,paraphrase
t00009978,rã©alitã© temporelle,fr,paraphrase
t00009979,prã©sent,fr,paraphrase
t00009980,maintenant,fr,paraphrase
t00009981,mãªme temps que celui du spectateur,fr,paraphrase
t00009982,temps qui conforme au temps dans lequel on existe,fr,paraphrase
t00009983,temps actuel,fr,paraphrase
t00009984,immã©diatement,fr,paraphrase
t00009985,dans l'immã©diatetã©,fr,paraphrase
t00009986,dans l'instant mãªme,fr,paraphrase
t00009987,traitement en temps réel,fr,paraphrase
t00009988,en simultanã©,fr,paraphrase
t00009989,sans dã©lai,fr,paraphrase
t00009990,instantanement,fr,paraphrase
t00009991,à l instant même,fr,paraphrase
t00009992,aussitôt,fr,paraphrase
t00009993,en simultané,fr,paraphrase
t00009994,traitement en directe,fr,paraphrase
t00009995,échange immédiat d'information,fr,paraphrase
t00009996,immediat,fr,paraphrase
t00009997,en meme temps,fr,paraphrase
t00009998,a ce moment,fr,paraphrase
t00009999,en meme temp,fr,paraphrase
t00010000,simultanement,fr,paraphrase
t00010001,travail public,fr,expression
t00010002,travaux,fr,head
t00010003,publics,fr,modifier
t00010004,infrastructure,fr,paraphrase
t00010005,gã©nie civil,fr,paraphrase
t00010006,infrastructures publiques,fr,paraphrase
t00010007,construction,fr,paraphrase
t00010008,travaux de construction,fr,paraphrase
t00010009,travaux d'intã©rãªt gã©nã©ral,fr,paraphrase
t00010010,constructions publiques,fr,paraphrase
t00010011,chantier,fr,paraphrase
t00010012,travaux de la cite,fr,paraphrase
t00010013,travaux de voirie,fr,paraphrase
t00010014,travaux d'utilitã© gã©nã©rale,fr,paraphrase
t00010015,travaux collectifs,fr,paraphrase
t00010016,constructions pour le public,fr,paraphrase
t00010017,métiers de la construction,fr,paraphrase
t00010018,ouvrages réalisés dans un but d'utilité collective,fr,paraphrase
t00010019,mã©tiers de la construction,fr,paraphrase
t00010020,travaux immobiliers rã©alisã©s par l'administration,fr,paraphrase
t00010021,chantiers nationaux,fr,paraphrase
t00010022,travail du gouvernement,fr,paraphrase
t00010023,construction publique,fr,paraphrase
t00010024,travaux de la ville,fr,paraphrase
t00010025,travaux de l'état,fr,paraphrase
t00010026,métiers de construction,fr,paraphrase
t00010027,construction pour but collectif,fr,paraphrase
t00010028,ouvrages publics,fr,paraphrase
t00010029,trou noir,fr,expression
t00010030,trou,fr,head
t00010031,amnésie,fr,paraphrase
t00010032,abîme,fr,paraphrase
t00010033,abime,fr,paraphrase
t00010034,singularitã© gravitationnelle,fr,paraphrase
t00010035,collapsar,fr,paraphrase
t00010036,objet cã©leste hypercompact,fr,paraphrase
t00010037,objet cã©leste invisible,fr,paraphrase
t00010038,phénomène astronomique,fr,paraphrase
t00010039,matière ultra compacte,fr,paraphrase
t00010040,trou dans l'espace,fr,paraphrase
t00010041,phenomene astronomique,fr,paraphrase
t00010042,vide,fr,paraphrase
t00010043,abã®me,fr,paraphrase
t00010044,objet cã©leste,fr,paraphrase
t00010045,trou qui absorbe tout,fr,paraphrase
t00010046,astres occlus,fr,paraphrase
t00010047,aucun rayonnement,fr,paraphrase
t00010048,anti matiã¨re,fr,paraphrase
t00010049,black hole,fr,paraphrase
t00010050,caverne,fr,paraphrase
t00010051,grosse boule sombre dont aucune lumiã¨re ou matiã¨re ne peut ã©chapper,fr,paraphrase
t00010052,"zone, dans le cosmos oã¹ lâattraction est si forte qu'il aspire toute lumiã¨re ayant de s'en ã©chapper",fr,paraphrase
t00010053,objet cã©leste ultra dense,fr,paraphrase
t00010054,ã©toile effondrã©e sur elle mãªme,fr,paraphrase
t00010055,boule noire,fr,paraphrase
t00010056,rien,fr,paraphrase
t00010057,vortex,fr,paraphrase
t00010058,trou quantique,fr,paraphrase
t00010059,trou normand,fr,expression
t00010060,normand,fr,modifier
t00010061,digestif,fr,paraphrase
t00010062,nettoyage,fr,paraphrase
t00010063,calvados,fr,paraphrase
t00010064,eau de vie,fr,paraphrase
t00010065,coup du milieu,fr,paraphrase
t00010066,coutume gastronomique,fr,paraphrase
t00010067,alcool,fr,paraphrase
t00010068,boisson alcolisée,fr,paraphrase
t00010069,coupure de repas,fr,paraphrase
t00010070,verre de calvados entre deux plats,fr,paraphrase
t00010071,mã©lange d'alcools,fr,paraphrase
t00010072,cocktail,fr,paraphrase
t00010073,verre de calvados,fr,paraphrase
t00010074,eau de vie que l'on sert au milieu d'un gros repas,fr,paraphrase
t00010075,absorption d' alcool entre deux plats pour creuser l' estomac,fr,paraphrase
t00010076,petit verre d'alcool pris au milieu d'un grand repas,fr,paraphrase
t00010077,pause au milieu du repas,fr,paraphrase
t00010078,petit verre de calvados,fr,paraphrase
t00010079,sorbet au milieu du repas,fr,paraphrase
t00010080,sorbet digestif avant l'entrée,fr,paraphrase
t00010081,gnã´le,fr,paraphrase
t00010082,trou du milieu,fr,paraphrase
t00010083,pause alcool entre deux plats,fr,paraphrase
t00010084,tradition,fr,paraphrase
t00010085,verre,fr,paraphrase
t00010086,boisson mi repas,fr,paraphrase
t00010087,téléphone arabe,fr,expression
t00010088,téléphone,fr,head
t00010089,arabe,fr,modifier
t00010090,rumeur,fr,paraphrase
t00010091,bouche ã oreille,fr,paraphrase
t00010092,tã©lã©phone sans fil,fr,paraphrase
t00010093,bouche à oreille,fr,paraphrase
t00010094,jeu de sociã©tã©,fr,paraphrase
t00010095,jeu de bouche ã oreille,fr,paraphrase
t00010096,colportage,fr,paraphrase
t00010097,bouche a l'oreil,fr,paraphrase
t00010098,mot a l'oreille,fr,paraphrase
t00010099,transmission de paroles,fr,paraphrase
t00010100,transmission rapide,fr,paraphrase
t00010101,rapiditã© d'information,fr,paraphrase
t00010102,transmission très rapide d'une information,fr,paraphrase
t00010103,bruit,fr,paraphrase
t00010104,on dits,fr,paraphrase
t00010105,transmission des nouvelles,fr,paraphrase
t00010106,passe parole,fr,paraphrase
t00010107,ouã¯ dire,fr,paraphrase
t00010108,renseignement,fr,paraphrase
t00010109,téléphone portable,fr,expression
t00010110,portable,fr,modifier
t00010111,G,fr,paraphrase
t00010112,GSM,fr,paraphrase
t00010113,cellulaire,fr,paraphrase
t00010114,cellule,fr,paraphrase
t00010115,mobile,fr,paraphrase
t00010116,natel,fr,paraphrase
t00010117,portable,fr,paraphrase
t00010118,téléphone cellulaire,fr,paraphrase
t00010119,téléphone mobile,fr,paraphrase
t00010120,tã©lã©phone cellulaire,fr,paraphrase
t00010121,tã©lã©phone mobile,fr,paraphrase
t00010122,téléphone sans fil,fr,paraphrase
t00010123,smartphone,fr,paraphrase
t00010124,portable tã©lã©phonique,fr,paraphrase
t00010125,telephone sans fil,fr,paraphrase
t00010126,telephone d'automobile,fr,paraphrase
t00010127,telephone cellulaire,fr,paraphrase
t00010128,tã©lã©phone cã©llulaire,fr,paraphrase
t00010129,radiotéléphone mobile,fr,paraphrase
t00010130,tã©lã©phone portatif,fr,paraphrase
t00010131,valeur sûr,fr,expression
t00010132,valeur,fr,head
t00010133,sûre,fr,modifier
t00010134,fiable,fr,paraphrase
t00010135,précieux,fr,paraphrase
t00010136,morale,fr,paraphrase
t00010137,risque sur,fr,paraphrase
t00010138,gain sur,fr,paraphrase
t00010139,référence,fr,paraphrase
t00010140,incontournable,fr,paraphrase
t00010141,certitude,fr,paraphrase
t00010142,faible risque,fr,paraphrase
t00010143,quelque chose de certain,fr,paraphrase
t00010144,valeur qui est garanti,fr,paraphrase
t00010145,utilitã© certaine,fr,paraphrase
t00010146,bon investissement,fr,paraphrase
t00010147,valeur prouvã©e,fr,paraphrase
t00010148,valeur essentielle,fr,paraphrase
t00010149,obligation,fr,paraphrase
t00010150,vérité,fr,paraphrase
t00010151,vertu,fr,paraphrase
t00010152,mérite,fr,paraphrase
t00010153,rã©fã©rence,fr,paraphrase
t00010154,recommendation,fr,paraphrase
t00010155,valeur ã©tablie,fr,paraphrase
t00010156,valeur immuable,fr,paraphrase
t00010157,investissement fiable,fr,paraphrase
t00010158,sã©curitã©,fr,paraphrase
t00010159,vie associatif,fr,expression
t00010160,vie,fr,head
t00010161,associative,fr,modifier
t00010162,associations,fr,paraphrase
t00010163,bénévolat,fr,paraphrase
t00010164,vie de groupe,fr,paraphrase
t00010165,projet collectif,fr,paraphrase
t00010166,participer a une association,fr,paraphrase
t00010167,creer des projets associatifs,fr,paraphrase
t00010168,action associative,fr,paraphrase
t00010169,fonctionnement associatif,fr,paraphrase
t00010170,relative ã une association,fr,paraphrase
t00010171,membre d'une association de dã©fense d'intã©rãªts communs,fr,paraphrase
t00010172,vie en commun,fr,paraphrase
t00010173,vie a laquelle tout la societe participe,fr,paraphrase
t00010174,relatif aux associations,fr,paraphrase
t00010175,créer du lien social,fr,paraphrase
t00010176,l’envie de se réunir autour d’un projet collectif,fr,paraphrase
t00010177,capacité à construire ensemble,fr,paraphrase
t00010178,activitã©s de convivialitã©,fr,paraphrase
t00010179,vie coopã©rative,fr,paraphrase
t00010180,mutualitã©,fr,paraphrase
t00010181,vie de quartier,fr,paraphrase
t00010182,activitã©s collectives,fr,paraphrase
t00010183,tissu associatif,fr,paraphrase
t00010184,vie social,fr,paraphrase
t00010185,vie communautaire,fr,paraphrase
t00010186,amitiã©,fr,paraphrase
t00010187,socialisation,fr,paraphrase
t00010188,engagement dans une association,fr,paraphrase
t00010189,participation à une association,fr,paraphrase
t00010190,club,fr,paraphrase
t00010191,communauté,fr,paraphrase
t00010192,communaute,fr,paraphrase
t00010193,quartier,fr,paraphrase
t00010194,vie quotidien,fr,expression
t00010195,quotidienne,fr,modifier
t00010196,quotidien,fr,paraphrase
t00010197,vie courante,fr,paraphrase
t00010198,vie de tous les jours,fr,paraphrase
t00010199,routine,fr,paraphrase
t00010200,ayant lieu chaque jour,fr,paraphrase
t00010201,moeurs et coutumes,fr,paraphrase
t00010202,journée,fr,paraphrase
t00010203,vie ordinaire,fr,paraphrase
t00010204,vie domestique,fr,paraphrase
t00010205,vie pratique,fr,paraphrase
t00010206,train train,fr,paraphrase
t00010207,måurs,fr,paraphrase
t00010208,habituelle,fr,paraphrase
t00010209,banal,fr,paraphrase
t00010210,de chaque jour,fr,paraphrase
t00010211,vie journalière,fr,paraphrase
t00010212,vie de chaque jour,fr,paraphrase
t00010213,vie de toujours,fr,paraphrase
t00010214,journaliere,fr,paraphrase
t00010215,banale,fr,paraphrase
t00010216,concernes de la vie de chaque jour,fr,paraphrase
t00010217,routine journalier,fr,paraphrase
t00010218,de la vie ordinaire,fr,paraphrase
t00010219,de tous les jours,fr,paraphrase
t00010220,mãªlã©e ouverte,fr,paraphrase
t00010221,vie habituelle,fr,paraphrase
t00010222,vie normale,fr,paraphrase
t00010223,vie de ce jour,fr,paraphrase
t00010224,vie régulière,fr,paraphrase
t00010225,vieux fille,fr,expression
t00010226,vieille,fr,modifier
t00010227,solteronne,fr,paraphrase
t00010228,célibataire,fr,paraphrase
t00010229,femme celibataire,fr,paraphrase
t00010230,catherinette,fr,paraphrase
t00010231,cã©libataire ã¢gã©e,fr,paraphrase
t00010232,femme non mariã©e,fr,paraphrase
t00010233,personne non marriée,fr,paraphrase
t00010234,femme sans enfant,fr,paraphrase
t00010235,femme d'un certain ã¢ge qui est celibataire,fr,paraphrase
t00010236,fille austere,fr,paraphrase
t00010237,fille qui a l'air d'une vieille femme,fr,paraphrase
t00010238,cã©libataire endurcie,fr,paraphrase
t00010239,celibataire,fr,paraphrase
t00010240,ancestrale,fr,paraphrase
t00010241,contemporaine,fr,paraphrase
t00010242,femme mã»re non mariã©e,fr,paraphrase
t00010243,demoiselle ã¢gã©e,fr,paraphrase
t00010244,vieille femme,fr,paraphrase
t00010245,célibataire âgée,fr,paraphrase
t00010246,vielle femme non mariée,fr,paraphrase
t00010247,dame seule,fr,paraphrase
t00010248,femme non mariée,fr,paraphrase
t00010249,femme d'un certain âge célibataire,fr,paraphrase
t00010250,vin blanc,fr,expression
t00010251,vin,fr,head
t00010252,blanc,fr,modifier
t00010253,vin,fr,paraphrase
t00010254,chardonnay,fr,paraphrase
t00010255,riesling,fr,paraphrase
t00010256,petit blanc,fr,paraphrase
t00010257,chablis,fr,paraphrase
t00010258,sauvignon blanc,fr,paraphrase
t00010259,vin jaune,fr,paraphrase
t00010260,jus de raisin blanc fermenté,fr,paraphrase
t00010261,pinard,fr,paraphrase
t00010262,piquette,fr,paraphrase
t00010263,vin de raisins blancs,fr,paraphrase
t00010264,vin pas rouge,fr,paraphrase
t00010265,alcool de raisin,fr,paraphrase
t00010266,raisin vert clair,fr,paraphrase
t00010267,jaune,fr,paraphrase
t00010268,blanc sec,fr,paraphrase
t00010269,boissson alcoolisée,fr,paraphrase
t00010270,jus de raisin transformée en alcool,fr,paraphrase
t00010271,vin de couleur blanche,fr,paraphrase
t00010272,boisson alcoolise,fr,paraphrase
t00010273,raisin macere,fr,paraphrase
t00010274,vin blanc de france,fr,paraphrase
t00010275,sauce au vin blanc,fr,paraphrase
t00010276,vin rouge,fr,expression
t00010277,vin de raisins rouges,fr,paraphrase
t00010278,bordeaux,fr,paraphrase
t00010279,vin pas blanc,fr,paraphrase
t00010280,rouge qui tache,fr,paraphrase
t00010281,vin pas rosã©e ou blanc,fr,paraphrase
t00010282,raisin noir,fr,paraphrase
t00010283,fermentation,fr,paraphrase
t00010284,jaja,fr,paraphrase
t00010285,vin de couleur rouge,fr,paraphrase
t00010286,vin fait avec du raisin noir,fr,paraphrase
t00010287,boisson alcoolisã©e ã base de raisin fermentã©,fr,paraphrase
t00010288,sang de la terre,fr,paraphrase
t00010289,boisson alcoolisée,fr,paraphrase
t00010290,boisson alcoolisã©e faite de raisin,fr,paraphrase
t00010291,raisin fermentã©,fr,paraphrase
t00010292,vinasse,fr,paraphrase
t00010293,cru,fr,paraphrase
t00010294,vin de cépages rouges,fr,paraphrase
t00010295,boisson alcoolisée de couleur rouge,fr,paraphrase
t00010296,vin de bordeaux,fr,paraphrase
t00010297,vin de bourgogne,fr,paraphrase
t00010298,picrate,fr,paraphrase
t00010299,vin de table,fr,paraphrase
t00010300,oeil rouge,fr,expression
t00010301,yeux,fr,head
t00010302,rouges,fr,modifier
t00010303,rotengle,fr,paraphrase
t00010304,rougeur,fr,paraphrase
t00010305,yeux irritã©s,fr,paraphrase
t00010306,albinos,fr,paraphrase
t00010307,conjonctivite,fr,paraphrase
t00010308,yeux larmoyants,fr,paraphrase
t00010309,yeux de couleur rouges,fr,paraphrase
t00010310,couleur des yeux dur une photo prise avec un flash,fr,paraphrase
t00010311,irritation occulaire,fr,paraphrase
t00010312,infection occulaire,fr,paraphrase
t00010313,mirettes irritées,fr,paraphrase
t00010314,myxomatose,fr,paraphrase
t00010315,yeux irrites,fr,paraphrase
t00010316,yeux couleur de feu dans les photos,fr,paraphrase
t00010317,inflammation de lâåil,fr,paraphrase
t00010318,effet des yeux,fr,paraphrase
t00010319,pupilles des yeux totalement rouges sur la photo,fr,paraphrase
t00010320,yeux d'une personne ou d'un animal photographiã© rouges,fr,paraphrase
t00010321,rougeur occulaire,fr,paraphrase
t00010322,yeux injectã©s de sang,fr,paraphrase
t00010323,yeux ã©carlates,fr,paraphrase
t00010324,yeux malade,fr,paraphrase
t00010325,rougeur des yeux,fr,paraphrase
t00010326,yeux fatigués,fr,paraphrase
t00010327,larmoiement,fr,paraphrase
t00010328,mirettes,fr,paraphrase
t00010329,vue,fr,paraphrase
t00010330,yeux de couleur inhabituelle,fr,paraphrase
t00010331,yeux dont la couleur a changé à force de pleurer,fr,paraphrase
t00010332,école primaire,fr,expression
t00010333,école,fr,head
t00010334,primaire,fr,modifier
t00010335,lycée,fr,paraphrase
t00010336,école élémentaire,fr,paraphrase
t00010337,primaire,fr,paraphrase
t00010338,école,fr,paraphrase
t00010339,ã©cole ã©lã©mentaire,fr,paraphrase
t00010340,enseignement primaire,fr,paraphrase
t00010341,ecole avant secondaire,fr,paraphrase
t00010342,petite ã©cole,fr,paraphrase
t00010343,dã©but de l'instruction obligatoire,fr,paraphrase
t00010344,"""grande ã©cole""",fr,paraphrase
t00010345,première école,fr,paraphrase
t00010346,école de base,fr,paraphrase
t00010347,classes primaires,fr,paraphrase
t00010348,classe pour jeunes enfants,fr,paraphrase
t00010349,école pour les petits,fr,paraphrase
t00010350,premiere phase de l'ecole,fr,paraphrase
t00010351,ã©cole ã©lmentaire,fr,paraphrase
t00010352,premiã¨res classes,fr,paraphrase
t00010353,ã©cole maternelle et ã©lã©mentaire,fr,paraphrase
t00010354,ecole élémentaire,fr,paraphrase
t00010355,etablissment,fr,paraphrase
t00010356,ã©cole primaire ã©lã©mentaire,fr,paraphrase
t00010357,cours ã©lã©mentaire,fr,paraphrase
t00010358,ã©cole communale,fr,paraphrase
t00010359,du cp and cm2,fr,paraphrase
t00010360,école avant le collège,fr,paraphrase
t00010361,ã©cole ã©lementaire et maternelle,fr,paraphrase
t00010362,école pour les jeunes,fr,paraphrase
t00010363,où les enfants vont au cours de la journée pour apprendre,fr,paraphrase
t00010364,étoile filant,fr,expression
t00010365,étoile,fr,head
t00010366,filante,fr,modifier
t00010367,météore,fr,paraphrase
t00010368,mã©tã©orite,fr,paraphrase
t00010369,mã©tã©ore,fr,paraphrase
t00010370,aã©rolithe,fr,paraphrase
t00010371,bolide,fr,paraphrase
t00010372,aérolithe,fr,paraphrase
t00010373,astéroïde,fr,paraphrase
t00010374,astéroide,fr,paraphrase
t00010375,pierre brulante,fr,paraphrase
t00010376,trait de lumiã¨re,fr,paraphrase
t00010377,eclair lumineux,fr,paraphrase
t00010378,trainã©e lumineuse,fr,paraphrase
t00010379,méterorites,fr,paraphrase
t00010380,trait de lumière dans l' atmosphère,fr,paraphrase
t00010381,objet celeste lumineux,fr,paraphrase
t00010382,matiã¨re se consumant dans l'atmosphã¨re,fr,paraphrase
t00010383,météorite,fr,paraphrase
t00010384,comètes,fr,paraphrase
t00010385,météores,fr,paraphrase
t00010386,étoile qui bouge,fr,paraphrase
t00010387,astéroide dans le ciel,fr,paraphrase
t00010388,aerolithe,fr,paraphrase
t00010389,comete,fr,paraphrase
t00010390,meteorite,fr,paraphrase
t00010391,abalo sísmico,pt,expression
t00010392,abalo,pt,head
t00010393,sísmico,pt,modifier
t00010394,sismo,pt,paraphrase
t00010395,terremoto,pt,paraphrase
t00010396,tremor,pt,paraphrase
t00010397,tremor de terra,pt,paraphrase
t00010398,terremotos,pt,paraphrase
t00010399,movimentação de placas tectônicas,pt,paraphrase
t00010400,tremor sísmico,pt,paraphrase
t00010401,tremores,pt,paraphrase
t00010402,tremores de terra,pt,paraphrase
t00010403,maremoto,pt,paraphrase
t00010404,tremor terrestre,pt,paraphrase
t00010405,vibração sísmica,pt,paraphrase
t00010406,movimentos que fazem a terra tremer,pt,paraphrase
t00010407,tremendo o chão,pt,paraphrase
t00010408,choque tectonico,pt,paraphrase
t00010409,expurgo magmatico,pt,paraphrase
t00010410,choque de placas,pt,paraphrase
t00010411,encontro tectônico,pt,paraphrase
t00010412,cataclisma,pt,paraphrase
t00010413,tremedeira da terra,pt,paraphrase
t00010414,movimento sísmico,pt,paraphrase
t00010415,tsunami,pt,paraphrase
t00010416,destruição,pt,paraphrase
t00010417,choque entre placas tectonicas,pt,paraphrase
t00010418,choque na terra,pt,paraphrase
t00010419,placas tectônicas colidindo,pt,paraphrase
t00010420,fenomenos sismicos,pt,paraphrase
t00010421,movimentos tectonicos,pt,paraphrase
t00010422,a,pt,paraphrase
t00010423,s,pt,paraphrase
t00010424,acampamento militar,pt,expression
t00010425,acampamento,pt,head
t00010426,militar,pt,modifier
t00010427,bivaque,pt,paraphrase
t00010428,base,pt,paraphrase
t00010429,acampamento do exército,pt,paraphrase
t00010430,acampamento,pt,paraphrase
t00010431,base militar,pt,paraphrase
t00010432,quartel,pt,paraphrase
t00010433,militar,pt,paraphrase
t00010434,acampamento de soldados,pt,paraphrase
t00010435,abarracamento militar,pt,paraphrase
t00010436,aquartelamento militar,pt,paraphrase
t00010437,trincheiras,pt,paraphrase
t00010438,acampamento da aeronautica,pt,paraphrase
t00010439,da marinha,pt,paraphrase
t00010440,concentração,pt,paraphrase
t00010441,campo militar,pt,paraphrase
t00010442,milicos acampando,pt,paraphrase
t00010443,instalação militar,pt,paraphrase
t00010444,local improvisado de reunião de militares,pt,paraphrase
t00010445,acampamento do exercito,pt,paraphrase
t00010446,aquartelamento,pt,paraphrase
t00010447,habitação militar,pt,paraphrase
t00010448,acampamento de treinamento militar,pt,paraphrase
t00010449,treinamento do exército,pt,paraphrase
t00010450,base de militares,pt,paraphrase
t00010451,empresa militar,pt,paraphrase
t00010452,sítio militar,pt,paraphrase
t00010453,abarracamento,pt,paraphrase
t00010454,aquartelamento de militares,pt,paraphrase
t00010455,instalação de militares em um local,pt,paraphrase
t00010456,local temporário de militares,pt,paraphrase
t00010457,tropa,pt,paraphrase
